id,car_name,yr_mfr,fuel_type,kms_run,sale_price,body_type,transmission,make,model,total_owners,orginal_price,reserved,warranty_avail,paint,damage,no_of_service,bs
220,toyota corolla altis,2012,petrol,118659,435413,luxury sedan,automatic,toyota,corolla altis,2,,TRUE,FALSE,Yes,No,1,2
221,honda city,2014,petrol,93529,502843,sedan,manual,honda,city,2,565637,TRUE,TRUE,No,No,0,5
222,hyundai creta,2017,diesel,109022,739017,suv,,hyundai,creta,1,958970,TRUE,FALSE,No,Yes,1,2
223,hyundai i10,2013,petrol,93866,236641,hatchback,manual,hyundai,i10,1,295720,TRUE,FALSE,No,Yes,5,1
224,honda amaze,2014,diesel,110019,268184,sedan,manual,honda,amaze,1,,TRUE,FALSE,Yes,Yes,0,5
225,maruti alto 800,2014,petrol & cng,101288,223333,hatchback,manual,maruti,alto 800,1,,TRUE,FALSE,No,No,0,5
226,maruti swift,2014,petrol & cng,104448,318148,hatchback,manual,maruti,swift,1,421773,TRUE,FALSE,No,Yes,5,1
227,toyota fortuner,2012,diesel,169704,1046099,luxury suv,manual,toyota,fortuner,1,1316349,TRUE,FALSE,Yes,Yes,5,1
228,honda city,2015,petrol,147944,571545,sedan,manual,honda,city,2,585535,TRUE,FALSE,No,No,0,3
229,hyundai santro xing,2010,petrol & cng,84568,133650,hatchback,manual,hyundai,santro xing,2,,FALSE,TRUE,No,Yes,2,2
230,mahindra xuv500,2015,diesel,45412,735000,suv,manual,mahindra,xuv500,1,,FALSE,FALSE,No,No,1,4
231,hyundai i20,2013,petrol,29656,349477,hatchback,manual,hyundai,i20,1,440537,TRUE,FALSE,Yes,No,4,4
232,honda brio,2012,petrol,48415,185534,hatchback,manual,honda,brio,1,261355,TRUE,FALSE,Yes,Yes,1,2
233,honda amaze,2019,petrol,5906,610363,sedan,manual,honda,amaze,1,622546,TRUE,FALSE,No,No,1,4
234,hyundai santro xing,2014,petrol,45361,271216,hatchback,manual,hyundai,santro xing,1,344684,TRUE,FALSE,No,Yes,4,3
235,maruti alto 800,2014,petrol & cng,22307,257548,hatchback,manual,maruti,alto 800,1,,TRUE,FALSE,Yes,No,1,5
236,renault kwid,2017,petrol,29238,313558,hatchback,manual,renault,kwid,1,401042,TRUE,FALSE,Yes,No,4,5
237,maruti swift dzire,2014,diesel,27619,485909,sedan,manual,maruti,swift dzire,1,614285,TRUE,FALSE,Yes,No,2,4
238,maruti baleno,2019,petrol,5631,632938,hatchback,manual,maruti,baleno,1,809351,TRUE,FALSE,No,No,1,4
239,maruti swift,2018,petrol,11550,558894,hatchback,manual,maruti,swift,1,689003,TRUE,FALSE,No,Yes,4,5
240,maruti dzire,2018,petrol,24883,547079,sedan,manual,maruti,dzire,1,714714,TRUE,FALSE,Yes,Yes,4,3
241,renault kwid,2016,petrol,31898,253378,hatchback,manual,renault,kwid,1,308331,TRUE,FALSE,No,Yes,4,4
242,datsun redi go,2017,petrol,21259,242734,hatchback,manual,datsun,redi go,1,281298,TRUE,FALSE,No,No,2,2
243,maruti sx4,2008,petrol,50292,125733,sedan,manual,maruti,sx4,2,164470,TRUE,FALSE,Yes,Yes,3,5
244,renault kwid,2016,petrol,44946,241238,hatchback,manual,renault,kwid,1,316990,TRUE,FALSE,Yes,No,0,2
245,tata nano,2015,petrol,42878,152399,hatchback,manual,tata,nano,1,154745,TRUE,FALSE,No,Yes,1,4
246,hyundai i10,2015,petrol,51368,302543,hatchback,manual,hyundai,i10,1,,TRUE,FALSE,No,Yes,2,2
247,hyundai creta,2015,petrol,27144,770399,suv,manual,hyundai,creta,1,967616,TRUE,FALSE,Yes,Yes,4,2
248,maruti baleno,2018,petrol,28594,655618,hatchback,manual,maruti,baleno,1,817876,TRUE,FALSE,No,No,2,3
249,mahindra thar,2018,diesel,22800,764399,suv,manual,mahindra,thar,2,977079,TRUE,FALSE,Yes,Yes,5,5
250,maruti swift dzire,2015,petrol,57988,385923,sedan,manual,maruti,swift dzire,1,478829,TRUE,FALSE,Yes,No,2,1
251,honda amaze,2017,petrol & cng,57086,470799,sedan,manual,honda,amaze,2,,TRUE,FALSE,Yes,No,2,3
252,chevrolet beat,2013,diesel,136954,165898,hatchback,manual,chevrolet,beat,1,172898,TRUE,FALSE,No,No,2,3
253,maruti dzire,2018,diesel,52916,525083,sedan,manual,maruti,dzire,1,672097,TRUE,FALSE,Yes,Yes,3,1
254,maruti ertiga,2014,diesel,72120,534389,suv,manual,maruti,ertiga,1,660354,TRUE,FALSE,No,No,0,1
255,maruti swift dzire,2013,diesel,85174,303448,sedan,manual,maruti,swift dzire,1,,TRUE,FALSE,No,Yes,5,2
256,toyota fortuner,2015,diesel,59372,1562702,luxury suv,manual,toyota,fortuner,1,1898622,TRUE,FALSE,No,No,3,1
257,maruti vitara brezza,2019,diesel,33317,818854,suv,,maruti,vitara brezza,1,1043066,TRUE,FALSE,Yes,No,5,2
258,toyota innova,2013,diesel,80307,636087,suv,manual,toyota,innova,1,830019,TRUE,FALSE,Yes,Yes,1,1
259,mahindra scorpio,2019,diesel,41908,1438742,suv,manual,mahindra,scorpio,2,1728163,TRUE,FALSE,No,No,5,5
260,hyundai elite i20,2016,diesel,105733,478786,hatchback,manual,hyundai,elite i20,1,620219,TRUE,FALSE,Yes,No,5,2
261,mahindra scorpio,2016,diesel,71231,934738,suv,,mahindra,scorpio,1,1081277,TRUE,FALSE,No,No,5,3
262,maruti wagon r 1.0,2016,petrol & cng,74429,284587,hatchback,manual,maruti,wagon r 1.0,1,333808,TRUE,FALSE,Yes,No,4,4
263,maruti ertiga,2013,diesel,191884,441199,suv,manual,maruti,ertiga,1,506291,TRUE,FALSE,Yes,No,2,3
264,maruti swift dzire,2013,diesel,64676,294000,sedan,manual,maruti,swift dzire,1,,FALSE,TRUE,No,No,2,3
265,maruti swift,2012,diesel,73920,237600,hatchback,manual,maruti,swift,3,,FALSE,TRUE,No,Yes,0,4
266,maruti alto 800,2014,petrol,38295,168300,hatchback,manual,maruti,alto 800,2,,FALSE,TRUE,No,Yes,2,2
267,maruti 800,2005,petrol,58000,38,,,maruti,800,2,,FALSE,FALSE,No,No,4,5
268,renault kwid,2016,petrol,34501,220500,hatchback,manual,renault,kwid,2,,FALSE,TRUE,No,No,1,4
269,maruti swift,2012,diesel,98040,280800,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,Yes,5,4
270,hyundai santro xing,2005,petrol & cng,136658,48410,hatchback,manual,hyundai,santro xing,1,,FALSE,FALSE,No,No,2,1
271,hyundai verna,2012,diesel,94634,467540,sedan,manual,hyundai,verna,1,,FALSE,FALSE,No,Yes,1,1
272,chevrolet aveo u va,2009,petrol,42024,93600,hatchback,manual,chevrolet,aveo u va,2,,FALSE,TRUE,No,Yes,4,5
273,honda city,2005,petrol,147503,62400,sedan,manual,honda,city,2,,FALSE,FALSE,Yes,No,5,4
274,tata indica vista,2011,diesel,120066,124200,hatchback,manual,tata,indica vista,2,,FALSE,FALSE,No,No,4,4
275,hyundai verna,2012,diesel,98644,397500,sedan,manual,hyundai,verna,1,,FALSE,FALSE,No,No,4,2
276,hyundai verna,2011,diesel,117782,255000,sedan,manual,hyundai,verna,2,,FALSE,FALSE,No,Yes,2,5
277,toyota etios liva,2012,diesel,37193,252500,hatchback,manual,toyota,etios liva,1,,FALSE,TRUE,No,Yes,1,5
278,maruti alto k10,2011,petrol,34028,182753,hatchback,manual,maruti,alto k10,1,,FALSE,FALSE,No,Yes,3,1
279,maruti alto k10,2017,petrol,11976,317519,hatchback,manual,maruti,alto k10,1,385460,FALSE,FALSE,Yes,Yes,3,5
280,hyundai grand i10,2015,petrol,17181,378699,hatchback,manual,hyundai,grand i10,1,,FALSE,FALSE,Yes,No,1,4
281,maruti baleno,2016,petrol,20092,514483,hatchback,manual,maruti,baleno,1,602384,FALSE,FALSE,No,No,0,3
282,hyundai grand i10,2016,petrol,19069,470932,hatchback,manual,hyundai,grand i10,1,,FALSE,FALSE,No,Yes,3,4
283,maruti alto k10,2010,petrol,41190,189106,hatchback,manual,maruti,alto k10,1,248432,FALSE,FALSE,No,Yes,5,3
284,maruti ritz,2014,diesel,29959,410748,hatchback,,maruti,ritz,1,460008,FALSE,FALSE,No,No,5,1
285,maruti wagon r 1.0,2013,petrol,36501,286834,hatchback,manual,maruti,wagon r 1.0,2,,FALSE,FALSE,No,No,3,3
286,maruti alto k10,2017,petrol,27705,336005,hatchback,,maruti,alto k10,1,438763,FALSE,FALSE,Yes,No,2,2
287,maruti alto,2010,petrol,47182,163356,hatchback,manual,maruti,alto,1,204800,FALSE,FALSE,Yes,No,3,5
288,honda city,2011,petrol,61632,346529,sedan,manual,honda,city,1,359968,FALSE,FALSE,Yes,No,3,3
289,maruti ritz,2014,diesel,44353,342638,hatchback,,maruti,ritz,1,345539,FALSE,FALSE,Yes,No,1,3
290,hyundai grand i10,2013,petrol,40273,360601,hatchback,manual,hyundai,grand i10,1,377401,FALSE,FALSE,No,No,1,2
291,renault kwid,2018,petrol,11949,295639,hatchback,manual,renault,kwid,1,,FALSE,FALSE,Yes,Yes,0,5
292,hyundai grand i10,2016,petrol,41227,381799,hatchback,manual,hyundai,grand i10,3,,FALSE,FALSE,No,Yes,2,3
293,maruti swift,2014,petrol,48866,418318,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,No,1,4
294,honda amaze,2017,petrol,23274,541006,sedan,manual,honda,amaze,1,554706,FALSE,FALSE,Yes,No,5,4
295,maruti alto 800,2018,petrol,27886,283513,hatchback,manual,maruti,alto 800,1,363724,FALSE,FALSE,No,Yes,2,1
296,maruti swift dzire,2010,petrol,45983,333647,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,No,No,5,4
297,maruti ciaz,2018,petrol,4220,899302,sedan,,maruti,ciaz,1,915191,FALSE,FALSE,No,Yes,4,2
298,honda brio,2013,petrol,46210,291163,hatchback,manual,honda,brio,1,,FALSE,FALSE,No,No,3,2
299,hyundai verna,2012,diesel,48288,385869,sedan,manual,hyundai,verna,1,476284,FALSE,FALSE,Yes,Yes,0,4
300,hyundai grand i10,2017,petrol,43373,368699,hatchback,manual,hyundai,grand i10,2,396800,FALSE,FALSE,No,Yes,4,1
301,maruti alto k10,2015,petrol & cng,58187,273102,hatchback,,maruti,alto k10,2,328763,FALSE,FALSE,No,Yes,4,2
302,maruti swift dzire,2012,diesel,48390,333538,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,Yes,No,3,4
303,hyundai grand i10,2016,petrol,43120,417350,hatchback,manual,hyundai,grand i10,1,430475,FALSE,FALSE,No,Yes,5,4
304,hyundai i10,2010,petrol,47870,219699,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,Yes,Yes,5,5
305,honda brio,2013,petrol,56137,251499,hatchback,manual,honda,brio,1,323331,FALSE,FALSE,Yes,No,3,2
306,hyundai grand i10,2017,petrol,44311,398271,hatchback,manual,hyundai,grand i10,1,,FALSE,FALSE,Yes,Yes,4,4
307,hyundai eon,2015,petrol,19037,245799,hatchback,manual,hyundai,eon,3,,FALSE,FALSE,No,Yes,2,3
308,renault kwid,2017,petrol,38245,245563,hatchback,manual,renault,kwid,2,248930,FALSE,FALSE,No,No,2,5
309,maruti swift,2015,diesel,52490,437233,hatchback,manual,maruti,swift,1,539230,FALSE,FALSE,No,No,1,2
310,hyundai i10,2009,petrol,53021,187810,hatchback,manual,hyundai,i10,1,228671,FALSE,FALSE,No,No,3,5
311,maruti alto 800,2017,petrol,18113,307899,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,Yes,No,1,4
312,maruti alto k10,2017,petrol,30113,301535,hatchback,manual,maruti,alto k10,1,,FALSE,FALSE,Yes,Yes,3,3
313,hyundai grand i10,2016,petrol,60011,421899,hatchback,manual,hyundai,grand i10,1,434350,FALSE,FALSE,No,No,5,2
314,maruti wagon r 1.0,2017,petrol,51476,302035,hatchback,manual,maruti,wagon r 1.0,1,311236,FALSE,FALSE,No,Yes,0,3
315,maruti alto 800,2017,petrol & cng,51147,275799,hatchback,manual,maruti,alto 800,2,,FALSE,FALSE,Yes,No,0,5
316,maruti swift dzire,2012,diesel,82002,357202,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,Yes,No,4,4
317,toyota etios liva,2014,diesel,59700,356039,hatchback,manual,toyota,etios liva,2,373673,FALSE,FALSE,Yes,Yes,0,2
318,maruti alto 800,2017,petrol & cng,71937,262051,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,Yes,No,1,2
319,volkswagen polo,2013,petrol,49004,325684,hatchback,manual,volkswagen,polo,2,,FALSE,FALSE,No,No,1,2
320,maruti alto 800,2014,petrol,31745,266399,hatchback,manual,maruti,alto 800,1,277799,FALSE,FALSE,Yes,No,3,2
321,maruti swift,2015,diesel,63435,406041,hatchback,manual,maruti,swift,1,493970,FALSE,FALSE,Yes,Yes,0,1
322,hyundai i20,2014,petrol,68678,354262,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,Yes,Yes,0,1
323,maruti ciaz,2016,petrol,47218,574558,sedan,manual,maruti,ciaz,1,575859,FALSE,FALSE,No,No,3,2
324,maruti celerio,2014,petrol,43574,313444,hatchback,manual,maruti,celerio,1,364288,FALSE,FALSE,Yes,No,4,3
325,maruti swift,2015,diesel,66476,405311,hatchback,manual,maruti,swift,1,460572,FALSE,FALSE,No,Yes,3,3
326,maruti wagon r 1.0,2018,petrol,69958,367241,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,Yes,Yes,2,5
327,maruti swift,2019,petrol,14775,643210,hatchback,automatic,maruti,swift,1,643310,FALSE,FALSE,No,No,1,1
328,hyundai i20,2013,petrol,51901,395113,hatchback,manual,hyundai,i20,2,,FALSE,FALSE,No,No,1,4
329,hyundai i10,2011,petrol,45122,226009,hatchback,manual,hyundai,i10,3,249724,FALSE,FALSE,Yes,Yes,2,5
330,honda city,2016,petrol,56403,575090,sedan,manual,honda,city,1,690885,FALSE,TRUE,Yes,No,2,2
331,maruti vitara brezza,2017,diesel,27711,695505,suv,manual,maruti,vitara brezza,1,740439,FALSE,FALSE,Yes,Yes,3,1
332,maruti swift,2009,petrol,79226,200786,hatchback,manual,maruti,swift,1,215400,FALSE,FALSE,Yes,No,3,3
333,hyundai eon,2016,petrol,54854,257567,hatchback,manual,hyundai,eon,1,,FALSE,FALSE,Yes,No,0,1
334,hyundai i20,2011,petrol,73397,268369,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,Yes,Yes,0,4
335,hyundai i10,2011,petrol,73453,235000,hatchback,manual,hyundai,i10,1,283631,FALSE,FALSE,No,No,1,5
336,hyundai elite i20,2015,diesel,53523,496319,hatchback,manual,hyundai,elite i20,1,,FALSE,FALSE,Yes,Yes,5,1
337,honda city,2009,petrol,72093,274988,sedan,manual,honda,city,1,,FALSE,FALSE,No,No,3,4
338,hyundai elite i20,2015,petrol,55683,595453,hatchback,manual,hyundai,elite i20,1,,FALSE,FALSE,No,No,4,3
339,honda city,2016,diesel,51803,534656,sedan,manual,honda,city,2,558160,FALSE,FALSE,Yes,Yes,2,1
340,maruti swift,2013,petrol,61470,305941,hatchback,manual,maruti,swift,1,,FALSE,FALSE,Yes,Yes,0,1
341,maruti swift,2007,petrol,95040,150690,hatchback,manual,maruti,swift,1,187236,FALSE,FALSE,No,Yes,4,2
342,hyundai xcent,2014,petrol,64348,396959,sedan,manual,hyundai,xcent,1,,FALSE,FALSE,Yes,No,0,1
343,maruti baleno,2016,petrol,43864,477161,hatchback,manual,maruti,baleno,1,485262,FALSE,FALSE,Yes,Yes,3,5
344,hyundai grand i10,2017,petrol,65194,482473,hatchback,manual,hyundai,grand i10,1,,FALSE,FALSE,No,No,4,1
345,hyundai i10,2010,petrol,66292,231130,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,Yes,No,4,4
346,kia seltos,2020,diesel,20199,1315676,,,kia,seltos,1,1399520,FALSE,FALSE,Yes,Yes,3,1
347,maruti vitara brezza,2018,diesel,14337,980481,suv,automatic,maruti,vitara brezza,1,1011689,FALSE,FALSE,No,Yes,1,1
348,hyundai santro xing,2008,petrol,91018,126699,hatchback,manual,hyundai,santro xing,1,,FALSE,FALSE,Yes,No,2,3
349,hyundai venue,2019,diesel,25835,987753,suv,,hyundai,venue,1,1178570,FALSE,FALSE,Yes,Yes,1,3
350,hyundai eon,2012,petrol,49146,205736,hatchback,manual,hyundai,eon,1,,FALSE,FALSE,Yes,Yes,3,4
351,volkswagen polo,2011,petrol,62890,243268,hatchback,manual,volkswagen,polo,3,,FALSE,FALSE,No,Yes,5,2
352,maruti vitara brezza,2018,diesel,21843,744419,suv,manual,maruti,vitara brezza,2,794290,FALSE,FALSE,Yes,Yes,4,1
353,maruti vitara brezza,2018,diesel,17350,875234,suv,automatic,maruti,vitara brezza,1,928460,FALSE,FALSE,Yes,Yes,4,1
354,honda city,2010,petrol,89560,299389,sedan,manual,honda,city,1,,FALSE,FALSE,Yes,Yes,4,4
355,maruti wagon r 1.0,2011,petrol & cng,66094,237943,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,No,Yes,0,3
356,maruti vitara brezza,2019,diesel,26930,867747,suv,manual,maruti,vitara brezza,1,1057071,FALSE,FALSE,No,No,4,5
357,maruti alto k10,2011,petrol,118427,177299,hatchback,manual,maruti,alto k10,1,,FALSE,FALSE,Yes,No,0,5
358,maruti swift,2014,diesel,79144,384909,hatchback,manual,maruti,swift,1,453156,FALSE,FALSE,No,Yes,1,5
359,maruti swift,2013,diesel,68546,335824,hatchback,manual,maruti,swift,1,352324,FALSE,FALSE,Yes,Yes,4,1
360,maruti wagon r 1.0,2018,petrol & cng,77097,348241,hatchback,manual,maruti,wagon r 1.0,2,,FALSE,FALSE,No,No,0,3
361,maruti swift,2015,diesel,70952,437569,hatchback,manual,maruti,swift,1,537670,FALSE,FALSE,No,Yes,0,3
362,hyundai eon,2013,petrol,63628,236668,hatchback,manual,hyundai,eon,1,,FALSE,FALSE,No,Yes,5,5
363,hyundai i20,2009,petrol,94856,213988,hatchback,manual,hyundai,i20,2,,FALSE,FALSE,No,No,0,5
364,honda jazz,2016,petrol,84427,439752,hatchback,manual,honda,jazz,1,511613,FALSE,FALSE,Yes,No,1,5
365,toyota etios,2011,diesel,114464,244502,sedan,manual,toyota,etios,1,316431,FALSE,FALSE,No,No,3,1
366,toyota innova,2012,diesel,78059,544202,suv,manual,toyota,innova,1,615906,FALSE,TRUE,Yes,Yes,5,4
367,maruti alto 800,2012,petrol,99207,179303,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,Yes,Yes,0,3
368,maruti s cross,2015,diesel,85657,451078,suv,manual,maruti,s cross,1,534394,FALSE,FALSE,No,No,0,5
369,maruti swift dzire,2009,petrol,133401,196415,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,No,Yes,3,1
370,maruti swift,2014,diesel,83368,360999,hatchback,manual,maruti,swift,1,389000,FALSE,FALSE,Yes,No,1,4
371,honda amaze,2014,petrol,86132,425534,sedan,automatic,honda,amaze,1,432766,FALSE,FALSE,No,No,4,5
372,hyundai verna,2018,diesel,40585,936358,sedan,automatic,hyundai,verna,2,989934,FALSE,FALSE,Yes,No,5,2
373,honda city,2009,petrol,99003,266356,sedan,manual,honda,city,2,310637,FALSE,FALSE,No,No,2,1
374,maruti swift,2015,petrol,73411,328703,hatchback,manual,maruti,swift,1,421040,FALSE,FALSE,Yes,Yes,5,1
375,mahindra tuv300,2015,diesel,74165,546310,suv,automatic,mahindra,tuv300,1,684191,FALSE,FALSE,Yes,No,3,5
376,maruti swift,2012,diesel,89809,286355,hatchback,manual,maruti,swift,1,299651,FALSE,FALSE,No,Yes,2,1
377,hyundai i20,2012,diesel,98304,235940,hatchback,manual,hyundai,i20,1,328637,FALSE,FALSE,Yes,Yes,1,2
378,volkswagen ameo,2016,diesel,84113,444212,sedan,manual,volkswagen,ameo,1,495758,FALSE,FALSE,Yes,No,1,3
379,honda city,2010,petrol,74464,298999,sedan,manual,honda,city,2,,FALSE,FALSE,No,Yes,1,4
380,honda brio,2011,petrol,112222,226869,hatchback,manual,honda,brio,1,,FALSE,FALSE,No,Yes,2,1
381,maruti ciaz,2017,diesel,70268,602990,sedan,manual,maruti,ciaz,1,757505,FALSE,FALSE,No,Yes,4,5
382,ford ecosport,2016,diesel,87720,507624,suv,manual,ford,ecosport,3,519699,FALSE,FALSE,Yes,No,5,1
383,maruti swift,2015,diesel,54862,535510,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,No,2,4
384,maruti swift dzire,2012,diesel,97973,353700,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,No,Yes,5,1
385,honda amaze,2013,diesel,93447,297711,sedan,manual,honda,amaze,1,,FALSE,FALSE,Yes,Yes,1,1
386,maruti swift,2013,diesel,87567,342199,hatchback,manual,maruti,swift,1,,FALSE,FALSE,Yes,No,4,1
387,hyundai creta,2017,diesel,60967,955793,suv,automatic,hyundai,creta,2,962761,FALSE,FALSE,Yes,Yes,5,3
388,hyundai elite i20,2015,diesel,82388,489199,hatchback,manual,hyundai,elite i20,1,542932,FALSE,TRUE,Yes,No,4,1
389,maruti swift dzire,2012,diesel,90249,339454,sedan,manual,maruti,swift dzire,1,339854,FALSE,FALSE,No,No,1,3
390,maruti ritz,2012,petrol,93626,211534,hatchback,manual,maruti,ritz,1,238699,FALSE,FALSE,Yes,No,5,4
391,bmw 3 series,2012,diesel,26566,1079790,luxury sedan,automatic,bmw,3 series,2,,FALSE,FALSE,Yes,No,1,3
392,maruti swift,2013,diesel,84308,316403,hatchback,manual,maruti,swift,2,359624,FALSE,FALSE,Yes,No,2,2
393,hyundai i20,2012,diesel,108007,303551,hatchback,manual,hyundai,i20,2,,FALSE,FALSE,Yes,Yes,1,5
394,honda brio,2013,petrol,93013,228070,hatchback,manual,honda,brio,1,,FALSE,FALSE,Yes,No,4,3
395,maruti ciaz,2015,diesel,81692,460361,sedan,manual,maruti,ciaz,2,479863,FALSE,FALSE,Yes,No,0,2
396,hyundai i20,2010,petrol,94371,246894,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,No,No,3,1
397,maruti swift,2013,diesel,82786,269584,hatchback,manual,maruti,swift,2,348858,FALSE,FALSE,No,Yes,3,4
398,toyota camry,2016,petrol,80252,1623799,luxury sedan,manual,toyota,camry,1,1625339,FALSE,FALSE,No,Yes,2,5
399,maruti swift dzire,2012,diesel,106913,290218,sedan,manual,maruti,swift dzire,2,308449,FALSE,FALSE,Yes,No,5,5
400,maruti swift,2013,diesel,90030,328774,hatchback,manual,maruti,swift,1,408115,FALSE,FALSE,No,No,1,2
401,hyundai grand i10,2015,petrol,64236,415444,hatchback,manual,hyundai,grand i10,2,,FALSE,FALSE,No,Yes,5,2
402,honda city,2017,petrol,58561,749110,sedan,manual,honda,city,2,,FALSE,TRUE,No,Yes,5,4
403,maruti swift,2014,diesel,97711,361423,hatchback,manual,maruti,swift,1,375985,FALSE,FALSE,Yes,Yes,4,4
404,maruti swift dzire,2013,diesel,106300,349889,sedan,manual,maruti,swift dzire,1,378785,FALSE,FALSE,Yes,No,4,4
405,maruti swift dzire,2013,diesel,90775,377206,sedan,manual,maruti,swift dzire,1,383919,FALSE,FALSE,No,No,1,3
406,hyundai i10,2011,petrol,105271,230558,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,No,No,5,5
407,ford fiesta,2012,petrol,107016,308586,sedan,automatic,ford,fiesta,1,311286,FALSE,FALSE,Yes,No,5,3
408,maruti swift dzire,2012,petrol,121312,294880,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,No,Yes,4,3
409,maruti swift,2012,diesel,89318,325736,hatchback,manual,maruti,swift,1,415901,FALSE,FALSE,No,No,4,2
410,maruti swift dzire,2014,diesel,101891,396758,sedan,manual,maruti,swift dzire,1,480858,FALSE,FALSE,No,Yes,4,5
411,hyundai eon,2015,petrol,82393,266399,hatchback,manual,hyundai,eon,1,,FALSE,FALSE,Yes,Yes,2,4
412,maruti s cross,2015,diesel,73479,528023,suv,manual,maruti,s cross,2,,FALSE,FALSE,No,Yes,2,1
413,maruti swift dzire,2015,diesel,126440,381545,sedan,manual,maruti,swift dzire,1,446851,FALSE,TRUE,Yes,Yes,0,4
414,maruti swift dzire,2013,diesel,104976,345872,sedan,manual,maruti,swift dzire,2,355972,FALSE,FALSE,No,Yes,3,5
415,toyota corolla altis,2012,diesel,105865,374236,luxury sedan,manual,toyota,corolla altis,1,455653,FALSE,FALSE,No,Yes,4,3
416,audi a4,2012,diesel,46303,910943,luxury sedan,,audi,a4,1,1078752,FALSE,FALSE,No,Yes,0,1
417,audi a4,2012,diesel,45643,1077938,luxury sedan,automatic,audi,a4,1,,FALSE,FALSE,Yes,Yes,2,1
418,maruti swift,2014,diesel,106521,393718,hatchback,manual,maruti,swift,1,457609,FALSE,FALSE,Yes,No,5,2
419,toyota etios,2012,diesel,121820,303604,sedan,manual,toyota,etios,1,340835,FALSE,FALSE,No,Yes,5,1
420,maruti swift dzire,2013,diesel,100427,301339,sedan,manual,maruti,swift dzire,2,363893,FALSE,FALSE,Yes,Yes,4,1
421,toyota etios liva,2012,diesel,160408,274142,hatchback,manual,toyota,etios liva,1,352341,FALSE,FALSE,No,No,2,2
422,maruti ciaz,2014,diesel,103867,474308,sedan,manual,maruti,ciaz,1,568209,FALSE,FALSE,Yes,No,2,2
423,maruti celerio,2015,petrol & cng,105284,347213,hatchback,automatic,maruti,celerio,2,347551,FALSE,FALSE,No,No,4,3
424,ford ecosport,2013,diesel,130274,420199,suv,manual,ford,ecosport,1,515400,FALSE,TRUE,Yes,No,4,1
425,mahindra xuv500,2016,diesel,104467,979092,luxury suv,,mahindra,xuv500,1,1196860,FALSE,FALSE,Yes,No,3,3
426,hyundai verna,2013,diesel,134080,408840,sedan,manual,hyundai,verna,1,493114,FALSE,FALSE,No,No,4,2
427,maruti swift dzire,2012,diesel,128836,310726,sedan,manual,maruti,swift dzire,1,388383,FALSE,FALSE,No,No,3,4
428,audi q3,2015,diesel,109260,1713386,luxury suv,automatic,audi,q3,1,,FALSE,FALSE,No,No,5,1
429,toyota innova,2014,diesel,69781,945779,suv,manual,toyota,innova,1,996471,FALSE,FALSE,Yes,Yes,1,2
